Header,Description,Instruction
51324,"{""description"": ""A person is sitting on a train, applying makeup while looking out the window."", ""details"": {""objects"": [""person"", ""train seat"", ""train door"", ""window"", ""makeup bag"", ""poster""], ""scene"": ""public transportation"", ""spatial_info"": {""person"": ""sitting on the train seat"", ""train seat"": ""occupied by the person"", ""train door"": ""closed behind the person"", ""window"": ""visible to the right of the person"", ""makeup bag"": ""placed next to the person"", ""poster"": ""attached to the train door""}}, ""confidence"": 0.9457551108823808, ""recognition_status"": ""success"", ""processing_time"": 10.96979022026062}","Definition: In this task, draw tight bounding boxes around all ""person"".
Emphasis & Caution: The ""person"" is ""sitting on the train seat"" and visible next to the ""window"".
Things to Avoid: Do not annotate ""train seat"", ""train door"", ""window"", ""makeup bag"", or ""poster""."
51583,"{""description"": ""A vintage-style bathroom featuring a clawfoot bathtub, a pedestal sink, and a hanging shower curtain."", ""details"": {""objects"": [""clawfoot bathtub"", ""pedestal sink"", ""hanging shower curtain"", ""mirror"", ""toilet"", ""rug"", ""cabinet"", ""window with lace curtains"", ""light fixture""], ""scene"": ""indoor scene"", ""spatial_info"": {""clawfoot bathtub"": ""center"", ""pedestal sink"": ""left"", ""hanging shower curtain"": ""above bathtub"", ""mirror"": ""top left"", ""toilet"": ""below mirror"", ""rug"": ""floor near bathtub"", ""cabinet"": ""left side"", ""window with lace curtains"": ""right"", ""light fixture"": ""ceiling""}}, ""confidence"": 0.9538832968822529, ""recognition_status"": ""success"", ""processing_time"": 13.13991403579712}","Definition: In this task, draw tight bounding boxes around all ""clawfoot bathtub"" and ""pedestal sink"".
Emphasis & Caution: The ""clawfoot bathtub"" is in the ""center"" and the ""pedestal sink"" is on the ""left"".
Things to Avoid: Do not annotate ""mirror"", ""toilet"", ""rug"", ""cabinet"", ""window with lace curtains"", or ""light fixture""."
51851,"{""description"": ""An abandoned bathroom with broken fixtures, missing tiles, and scattered debris."", ""details"": {""objects"": [""broken toilet"", ""missing tiled wall"", ""broken sinks"", ""broken mirror"", ""broken chair"", ""broken window"", ""debris on floor""], ""scene"": ""abandoned bathroom"", ""spatial_info"": {""toilet"": ""bottom right corner"", ""sinks"": ""center-right"", ""chair"": ""left side"", ""window"": ""back wall"", ""debris"": ""scattered on floor""}}, ""confidence"": 0.9271782994713968, ""recognition_status"": ""success"", ""processing_time"": 9.33509087562561}","Definition: In this task, draw tight bounding boxes around all ""broken toilet"" and ""broken sinks"".
Emphasis & Caution: The ""broken toilet"" is in the ""bottom right corner"" and ""broken sinks"" are ""center-right"".
Things to Avoid: Do not annotate ""broken mirror"", ""broken chair"", ""broken window"", or ""debris on floor""."
52107,"{""description"": ""Three individuals are walking on a tennis court, each holding a tennis racket, with a green fence and trees in the background."", ""details"": {""objects"": [""Three people"", ""Tennis rackets"", ""Green fence"", ""Trees"", ""Benches""], ""scene"": ""Outdoor tennis court"", ""spatial_info"": {""people"": [""left person"", ""middle person"", ""right person""], ""rackets"": [""left hand"", ""middle hand"", ""right hand""], ""fence"": ""surrounding the court"", ""trees"": ""behind the fence"", ""benches"": ""against the fence""}}, ""confidence"": 0.9478665243559253, ""recognition_status"": ""success"", ""processing_time"": 9.79799199104309}","Definition: In this task, draw tight bounding boxes around all ""Three people"".
Emphasis & Caution: Each person is ""walking on a tennis court"" and holding ""Tennis rackets"".
Things to Avoid: Do not annotate ""Green fence"", ""Trees"", or ""Benches""."
52341,"{""description"": ""A group of people, including a man in uniform, standing near a bus on a sunny day."", ""details"": {""objects"": [""bus"", ""people wearing red hats"", ""man in white shirt and black pants"", ""woman in red jacket and beige pants"", ""bus stop sign"", ""shopping bags""], ""scene"": ""outdoor public transportation setting"", ""spatial_info"": {""bus"": ""center of the image"", ""people"": ""in front of the bus"", ""man in uniform"": ""standing next to the bus"", ""woman in red jacket"": ""to the right of the bus"", ""shopping bags"": ""being held by some individuals""}}, ""confidence"": 0.9299139212037949, ""recognition_status"": ""success"", ""processing_time"": 10.658349514007568}","Definition: In this task, draw tight bounding boxes around all ""bus"" and ""people wearing red hats"".
Emphasis & Caution: The ""bus"" is in the ""center of the image"" with ""people"" standing ""in front of the bus"".
Things to Avoid: Do not annotate ""bus stop sign"" or ""shopping bags""."
52611,"{""description"": ""A public restroom with a sink, toilet, trash can, and a person taking a selfie in the mirror."", ""details"": {""objects"": [""sink"", ""toilet"", ""trash can"", ""mirror"", ""soap dispenser"", ""handrail"", ""tile floor"", ""wall art"", ""plumbing fixtures""], ""scene"": ""indoor scene"", ""spatial_info"": {""sink"": ""left side"", ""toilet"": ""right side"", ""trash can"": ""center"", ""mirror"": ""above sink"", ""soap dispenser"": ""next to sink"", ""handrail"": ""beside toilet"", ""tile floor"": ""entire floor"", ""wall art"": ""behind toilet"", ""plumbing fixtures"": ""under sink and toilet""}}, ""confidence"": 0.9489422186855798, ""recognition_status"": ""success"", ""processing_time"": 12.29467248916626}","Definition: In this task, draw tight bounding boxes around all ""sink"" and ""toilet"".
Emphasis & Caution: The ""sink"" is on the ""left side"" and the ""toilet"" is on the ""right side"".
Things to Avoid: Do not annotate ""mirror"", ""trash can"", ""soap dispenser"", ""handrail"", ""tile floor"", or ""wall art""."
52849,"{""description"": ""A food truck event is taking place in an outdoor parking lot during dusk, with people gathered around the trucks."", ""details"": {""objects"": [""Food trucks"", ""People"", ""Parking lot"", ""Buildings"", ""Streetlights""], ""scene"": ""Outdoor event"", ""spatial_info"": {""food_trucks"": [""left"", ""center"", ""right""], ""people"": [""standing near trucks"", ""walking""], ""parking_lot"": [""large open space""], ""buildings"": [""in background""]}}, ""confidence"": 0.9365301542163794, ""recognition_status"": ""success"", ""processing_time"": 8.823167085647583}","Definition: In this task, draw tight bounding boxes around all ""Food trucks"" and ""People"".
Emphasis & Caution: ""Food trucks"" appear at ""left"", ""center"", and ""right"" with ""People"" standing near them.
Things to Avoid: Do not annotate ""Parking lot"", ""Buildings"", or ""Streetlights""."
53108,"{""description"": ""A residential driveway featuring a red gate, a parked car, and a boat stored on a trailer."", ""details"": {""objects"": [""red metal gate"", ""silver sedan"", ""boat on trailer"", ""white building"", ""concrete driveway""], ""scene"": ""residential driveway"", ""spatial_info"": {""gate"": ""center-right"", ""car"": ""left-center"", ""boat"": ""right-center"", ""building"": ""background-left"", ""driveway"": ""foreground""}}, ""confidence"": 0.9430323037378348, ""recognition_status"": ""success"", ""processing_time"": 8.533661127090454}","Definition: In this task, draw tight bounding boxes around all ""silver sedan"" and ""boat on trailer"".
Emphasis & Caution: The ""silver sedan"" is ""left-center"" and the ""boat on trailer"" is ""right-center"".
Things to Avoid: Do not annotate ""red metal gate"", ""white building"", or ""concrete driveway""."
53364,"{""description"": ""A vibrant cultural parade featuring participants in traditional attire, holding colorful parasols, with spectators observing in the background."", ""details"": {""objects"": [""traditional costumes"", ""colorful parasols"", ""people in the background""], ""scene"": ""parade"", ""spatial_info"": {""parasols"": [""in the foreground""], ""costumes"": [""worn by participants""], ""spectators"": [""in the background""]}}, ""confidence"": 0.9354630426753479, ""recognition_status"": ""success"", ""processing_time"": 7.628788948059082}","Definition: In this task, draw tight bounding boxes around all ""colorful parasols"".
Emphasis & Caution: The ""colorful parasols"" are ""in the foreground"".
Things to Avoid: Do not annotate ""people in the background""."
53597,"{""description"": ""A giraffe stands amidst a forested area with scattered branches, surrounded by trees and wooden structures."", ""details"": {""objects"": [""giraffe"", ""trees"", ""wooden fence"", ""branches"", ""grass""], ""scene"": ""forest"", ""spatial_info"": {""giraffe"": ""center-right"", ""trees"": ""surrounding"", ""wooden fence"": ""background"", ""branches"": ""foreground-left"", ""grass"": ""ground""}}, ""confidence"": 0.949801869357433, ""recognition_status"": ""success"", ""processing_time"": 8.035239696502686}","Definition: In this task, draw tight bounding boxes around all ""giraffe"".
Emphasis & Caution: The ""giraffe"" is at the ""center-right"".
Things to Avoid: Do not annotate ""trees"", ""wooden fence"", ""branches"", or ""grass""."
53802,"{""description"": ""A group of people is seated at a table, seemingly engaged in a casual gathering or event, with a stage area visible in the background."", ""details"": {""objects"": [""people"", ""table"", ""stage"", ""curtains"", ""wallpaper"", ""furniture"", ""drinks"", ""signage""], ""scene"": ""indoor scene"", ""spatial_info"": {""people"": [""seated at table"", ""on stage""], ""table"": [""in foreground"", ""with drinks""], ""stage"": [""in background"", ""with curtains""], ""curtains"": [""dark purple"", ""covering stage""], ""wallpaper"": [""patterned"", ""behind stage""], ""furniture"": [""wooden railing"", ""around table""]}}, ""confidence"": 0.9253178751781892, ""recognition_status"": ""success"", ""processing_time"": 11.850257396697998}","Definition: In this task, draw tight bounding boxes around all ""people"".
Emphasis & Caution: Focus on ""people"" seated at the ""table"" and on the ""stage"".
Things to Avoid: Do not annotate ""table"", ""stage"", ""curtains"", ""wallpaper"", ""furniture"", ""drinks"", or ""signage""."
54065,"{""description"": ""A baseball game is in progress, with players on the field and a batter preparing to hit."", ""details"": {""objects"": [""baseball players"", ""batter"", ""catcher"", ""umpire"", ""baseball bat"", ""home plate"", ""baseball field"", ""dugout"", ""camera equipment""], ""scene"": ""baseball game"", ""spatial_info"": {""batter"": ""standing at home plate, holding bat"", ""catcher"": ""kneeling behind home plate, wearing protective gear"", ""umpire"": ""standing behind catcher, observing the play"", ""baseball players"": ""in the dugout, watching the game"", ""baseball bat"": ""held by the batter"", ""home plate"": ""at the center of the batter's box"", ""baseball field"": ""green grass and dirt areas"", ""dugout"": ""behind the field, with players seated"", ""camera equipment"": ""visible near the dugout""}}, ""confidence"": 0.9425220305912367, ""recognition_status"": ""success"", ""processing_time"": 15.15600061416626}","Definition: In this task, draw tight bounding boxes around all ""batter"", ""catcher"", ""umpire"", and ""baseball players"".
Emphasis & Caution: The ""batter"" is at ""home plate"", the ""catcher"" is ""kneeling behind home plate"", and the ""umpire"" is ""standing behind catcher"".
Things to Avoid: Do not annotate ""baseball bat"", ""home plate"", ""baseball field"", ""dugout"", or ""camera equipment""."
54308,"{""description"": ""A green street sign indicating 'N21 Jorge Washington' with directions E1-63 and E1-01, set against an urban backdrop with buildings and vehicles."", ""details"": {""objects"": [""Green street sign"", ""Buildings"", ""Yellow bus"", ""Power lines"", ""Overcast sky""], ""scene"": ""Urban street"", ""spatial_info"": {""street_sign"": ""Centered and prominent"", ""buildings"": ""Background, varying heights"", ""bus"": ""Lower right corner"", ""power_lines"": ""Top left corner""}}, ""confidence"": 0.9452731002593944, ""recognition_status"": ""success"", ""processing_time"": 9.33684515953064}","Definition: In this task, draw tight bounding boxes around all ""Green street sign"".
Emphasis & Caution: The ""Green street sign"" is ""Centered and prominent"".
Things to Avoid: Do not annotate ""Buildings"", ""Yellow bus"", ""Power lines"", or ""Overcast sky""."
54521,"{""description"": ""A black-and-white cat is standing inside an open refrigerator, surrounded by various food items."", ""details"": {""objects"": [""black-and-white cat"", ""milk bottle"", ""juice bottle"", ""salsa jar""], ""scene"": ""indoor scene"", ""spatial_info"": {""cat"": ""standing on the shelf of the refrigerator"", ""milk bottle"": ""positioned behind the cat"", ""juice bottle"": ""to the right of the milk bottle"", ""salsa jar"": ""next to the juice bottle""}}, ""confidence"": 0.9627288463743036, ""recognition_status"": ""success"", ""processing_time"": 9.064789295196533}","Definition: In this task, draw tight bounding boxes around all ""black-and-white cat"".
Emphasis & Caution: The ""black-and-white cat"" is ""standing on the shelf of the refrigerator"".
Things to Avoid: Do not annotate ""milk bottle"", ""juice bottle"", or ""salsa jar""."
54749,"{""description"": ""A protest or demonstration scene in an urban area, featuring signs with political messages in Chinese."", ""details"": {""objects"": [""Protest signs"", ""People on scooters"", ""Buildings"", ""Street signs"", ""Bicycles"", ""Pedestrians""], ""scene"": ""Urban street"", ""spatial_info"": {""Protest signs"": [""Foreground""], ""People on scooters"": [""Left side""], ""Buildings"": [""Background""], ""Street signs"": [""Right side""], ""Bicycles"": [""Background""], ""Pedestrians"": [""Background""]}}, ""confidence"": 0.9490368286020071, ""recognition_status"": ""success"", ""processing_time"": 9.433377504348755}","Definition: In this task, draw tight bounding boxes around all ""People on scooters"" and ""Pedestrians"".
Emphasis & Caution: ""People on scooters"" appear on the ""Left side"".
Things to Avoid: Do not annotate ""Protest signs"", ""Buildings"", ""Street signs"", or ""Bicycles""."
55010,"{""description"": ""A plate featuring roasted meat, seasoned carrots, and a piece of bread."", ""details"": {""objects"": [""roasted meat"", ""seasoned carrots"", ""piece of bread""], ""scene"": ""indoor meal setting"", ""spatial_info"": {""roasted meat"": ""left side of the plate"", ""seasoned carrots"": ""right side of the plate"", ""piece of bread"": ""top left corner of the plate""}}, ""confidence"": 0.9723566788216044, ""recognition_status"": ""success"", ""processing_time"": 7.316931962966919}","Definition: In this task, draw tight bounding boxes around all ""roasted meat"", ""seasoned carrots"", and ""piece of bread"".
Emphasis & Caution: Use the positions ""left side of the plate"", ""right side of the plate"", and ""top left corner of the plate"".
Things to Avoid: Do not annotate the ""plate"" or the ""indoor meal setting""."
55295,"{""description"": ""A person is watching a video game on a television screen, which shows a first-person view of a tank aiming at a target."", ""details"": {""objects"": [""Television screen"", ""Video game content"", ""Person's head"", ""Hand holding a controller""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Television screen"": ""Centered in the image"", ""Person's head"": ""In the foreground, facing away from the camera"", ""Hand holding a controller"": ""Visible on the right side of the screen""}}, ""confidence"": 0.9348409126013268, ""recognition_status"": ""success"", ""processing_time"": 9.102873086929321}","Definition: In this task, draw tight bounding boxes around the ""Television screen"", ""Person's head"", and ""Hand holding a controller"".
Emphasis & Caution: Focus on the ""Television screen"" centered in the image and the ""Person's head"" in the foreground.
Things to Avoid: Do not annotate ""Video game content"" inside the screen or other indoor background elements."
55527,"{""description"": ""A cozy bedroom with a window, a bed, a guitar, and a bookshelf filled with items."", ""details"": {""objects"": [""bed"", ""guitar"", ""bookshelf"", ""window"", ""curtains"", ""rug"", ""vase"", ""picture frames"", ""boxes""], ""scene"": ""indoor scene"", ""spatial_info"": {""bed"": ""right side of the image"", ""guitar"": ""center-right"", ""bookshelf"": ""center-right"", ""window"": ""left side"", ""curtains"": ""around the window"", ""rug"": ""floor"", ""vase"": ""on the windowsill"", ""picture frames"": ""on the bookshelf"", ""boxes"": ""on the bookshelf""}}, ""confidence"": 0.9527904709223298, ""recognition_status"": ""success"", ""processing_time"": 12.508849382400513}","Definition: In this task, draw tight bounding boxes around the ""bed"", ""guitar"", and ""bookshelf"".
Emphasis & Caution: Pay attention to objects on the ""right side of the image"" and ""center-right"".
Things to Avoid: Do not annotate ""window"", ""curtains"", ""rug"", ""vase"", ""picture frames"", or ""boxes""."
55737,"{""description"": ""A group of people cross-country skiing on a snow-covered field with a dog in the background."", ""details"": {""objects"": [""people skiing"", ""dog"", ""snow-covered bushes"", ""trees"", ""ski poles""], ""scene"": ""outdoor winter scene"", ""spatial_info"": {""people skiing"": [""left"", ""center"", ""right""], ""dog"": [""center-right""], ""snow-covered bushes"": [""background""], ""trees"": [""background""]}}, ""confidence"": 0.945924655886625, ""recognition_status"": ""success"", ""processing_time"": 8.123903274536133}","Definition: In this task, draw tight bounding boxes around all ""people skiing"" and the ""dog"".
Emphasis & Caution: Include targets located on the ""left"", ""center"", ""right"", and ""center-right"".
Things to Avoid: Do not annotate ""snow-covered bushes"", ""trees"", or other background elements."
56007,"{""description"": ""A cozy, well-lit dining area with wooden furniture and large windows allowing natural light to flood the space."", ""details"": {""objects"": [""wooden dining table"", ""chairs"", ""lamp"", ""flowers in vase"", ""bookshelf"", ""windows"", ""floor lamp"", ""rug""], ""scene"": ""indoor scene"", ""spatial_info"": {""dining table"": ""center of the room"", ""chairs"": ""around the table"", ""lamp"": ""hanging above the table"", ""flowers"": ""on the table"", ""bookshelf"": ""left side of the room"", ""windows"": ""back wall"", ""floor lamp"": ""near the window"", ""rug"": ""partially visible at the bottom of the image""}}, ""confidence"": 0.9520603104347256, ""recognition_status"": ""success"", ""processing_time"": 14.75912594795227}","Definition: In this task, draw tight bounding boxes around the ""wooden dining table"" and ""chairs"".
Emphasis & Caution: Focus on the ""center of the room"" and objects ""around the table"".
Things to Avoid: Do not annotate ""lamp"", ""flowers in vase"", ""bookshelf"", ""windows"", ""floor lamp"", or ""rug""."
56283,"{""description"": ""A man is sitting on a bench outdoors, wearing sunglasses and a brown jacket, appearing relaxed under sunlight."", ""details"": {""objects"": [""man"", ""bench"", ""sunglasses"", ""brown jacket"", ""striped cushion"", ""grass"", ""sunlight""], ""scene"": ""outdoor"", ""spatial_info"": {""man"": ""sitting on bench"", ""bench"": ""on grass"", ""sunlight"": ""casting shadows on ground""}}, ""confidence"": 0.9468831293885559, ""recognition_status"": ""success"", ""processing_time"": 9.53857159614563}","Definition: In this task, draw tight bounding boxes around the ""man"".
Emphasis & Caution: Focus on the ""man"" sitting on the bench, wearing ""sunglasses"" and a ""brown jacket"".
Things to Avoid: Do not annotate ""bench"", ""striped cushion"", ""grass"", or ""sunlight""."
56510,"{""description"": ""A surfer rides a wave on a river, surrounded by lush greenery and onlookers watching from the shore."", ""details"": {""objects"": [""Surfer"", ""Wave"", ""River"", ""Trees"", ""People"", ""Shore""], ""scene"": ""Outdoor"", ""spatial_info"": {""Surfer"": ""Center-left"", ""Wave"": ""Center"", ""River"": ""Foreground"", ""Trees"": ""Top-left and right"", ""People"": ""Right-center"", ""Shore"": ""Right""}}, ""confidence"": 0.9422103442292973, ""recognition_status"": ""success"", ""processing_time"": 10.132417440414429}","Definition: In this task, draw tight bounding boxes around the ""Surfer"" and ""People"".
Emphasis & Caution: Use positions ""Center-left"" for the ""Surfer"" and ""Right-center"" for ""People"".
Things to Avoid: Do not annotate ""Wave"", ""River"", ""Trees"", or ""Shore""."
56713,"{""description"": ""A close-up view of a zebra's head and neck, showcasing its distinctive black-and-white stripes."", ""details"": {""objects"": [""zebra""], ""scene"": ""animal enclosure"", ""spatial_info"": {""zebra"": ""centered in the frame, viewed from behind""}}, ""confidence"": 0.95054682952219, ""recognition_status"": ""success"", ""processing_time"": 5.683305025100708}","Definition: In this task, draw tight bounding boxes around the ""zebra"".
Emphasis & Caution: Focus on the centered subject with black-and-white stripes.
Things to Avoid: -"
56963,"{""description"": ""A small private airplane is parked on an airport tarmac under a clear blue sky."", ""details"": {""objects"": [""small private airplane"", ""airport tarmac"", ""clear blue sky"", ""airport buildings in the distance""], ""scene"": ""airport tarmac"", ""spatial_info"": {""airplane"": ""centered, facing forward"", ""tarmac"": ""wide expanse, marked with yellow lines"", ""airport buildings"": ""in the background, slightly blurred""}}, ""confidence"": 0.9415784308437286, ""recognition_status"": ""success"", ""processing_time"": 8.259685754776001}","Definition: In this task, draw tight bounding boxes around the ""small private airplane"".
Emphasis & Caution: Focus on the centered airplane facing forward.
Things to Avoid: Do not annotate ""airport tarmac"", ""clear blue sky"", or ""airport buildings in the distance""."
57274,"{""description"": ""Two individuals sit on a bench under an umbrella, overlooking a misty coastal landscape featuring dramatic cliffs and a body of water."", ""details"": {""objects"": [""two people sitting on a bench"", ""an umbrella"", ""a bench"", ""cliffs"", ""body of water"", ""overcast sky""], ""scene"": ""coastal scene"", ""spatial_info"": {""people"": [""sitting on the bench""], ""bench"": [""in front of the people""], ""umbrella"": [""held by the people""], ""cliffs"": [""to the left of the people""], ""water"": [""in front of the people""]}}, ""confidence"": 0.9436116259365036, ""recognition_status"": ""success"", ""processing_time"": 10.491728782653809}","Definition: In this task, draw tight bounding boxes around ""two people sitting on a bench"".
Emphasis & Caution: Focus on the people sitting together under ""an umbrella"".
Things to Avoid: Do not annotate ""cliffs"", ""body of water"", or ""overcast sky""."
57523,"{""description"": ""A skateboarder performs a trick mid-air over a wooden ramp in a lush, green outdoor setting."", ""details"": {""objects"": [""Skateboarder"", ""Skateboard"", ""Wooden ramp"", ""Trees"", ""Greenery""], ""scene"": ""Outdoor skate park"", ""spatial_info"": {""Skateboarder"": ""In mid-air above the ramp"", ""Skateboard"": ""Attached to the skateboarder's feet"", ""Wooden ramp"": ""Curved and positioned at an angle"", ""Trees"": ""Surrounding the area"", ""Greenery"": ""Abundant in the background""}}, ""confidence"": 0.9518042771689748, ""recognition_status"": ""success"", ""processing_time"": 10.338687658309937}","Definition: In this task, draw tight bounding boxes around the ""Skateboarder"".
Emphasis & Caution: In mid-air above the ramp.
Things to Avoid: Do not annotate ""Skateboard"", ""Wooden ramp"", ""Trees"", or ""Greenery""."
57782,"{""description"": ""A person is cutting a pizza topped with greens on a wooden table in a kitchen setting."", ""details"": {""objects"": [""pizza"", ""knife"", ""green vegetables"", ""bottle"", ""napkin"", ""table"", ""chair"", ""plant"", ""cabinet""], ""scene"": ""indoor scene"", ""spatial_info"": {""pizza"": ""center of the table"", ""knife"": ""in the person's hand"", ""green vegetables"": ""on top of the pizza"", ""bottle"": ""to the right of the pizza"", ""napkin"": ""to the left of the pizza"", ""table"": ""under the pizza"", ""chair"": ""behind the person"", ""plant"": ""in the background"", ""cabinet"": ""in the background""}}, ""confidence"": 0.9540418742830268, ""recognition_status"": ""success"", ""processing_time"": 12.549826383590698}","Definition: In this task, draw tight bounding boxes around the ""pizza"".
Emphasis & Caution: Center of the table.
Things to Avoid: Do not annotate ""knife"", ""bottle"", ""napkin"", ""table"", ""chair"", ""plant"", or ""cabinet""."
58041,"{""description"": ""A close-up view of a box filled with glazed donuts, prominently featuring the Krispy Kreme logo."", ""details"": {""objects"": [""Glazed donuts"", ""Krispy Kreme box""], ""scene"": ""Indoor scene"", ""spatial_info"": {""glazed_donuts"": ""Filling the majority of the box"", ""Krispy_Kreme_box"": ""Surrounding the donuts""}}, ""confidence"": 0.9567523568398084, ""recognition_status"": ""success"", ""processing_time"": 7.385518550872803}","Definition: In this task, draw tight bounding boxes around the ""Glazed donuts"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""Krispy Kreme box""."
58254,"{""description"": ""A close-up view of a remote control with a television screen displaying a colorful image in the background, partially blurred."", ""details"": {""objects"": [""remote control"", ""television screen""], ""scene"": ""indoor scene"", ""spatial_info"": {""remote control"": ""in focus, foreground"", ""television screen"": ""blurred, background""}}, ""confidence"": 0.9498950698022399, ""recognition_status"": ""success"", ""processing_time"": 6.820374011993408}","Definition: In this task, draw tight bounding boxes around the ""remote control"".
Emphasis & Caution: In focus, foreground.
Things to Avoid: Do not annotate ""television screen""."
58524,"{""description"": ""A husky dog is lounging on a black seat, surrounded by various objects including a red vehicle tire and a yellow piece of material."", ""details"": {""objects"": [""husky dog"", ""black seat"", ""red vehicle tire"", ""yellow piece of material""], ""scene"": ""indoor scene"", ""spatial_info"": {""husky dog"": ""center"", ""black seat"": ""underneath the dog"", ""red vehicle tire"": ""left side"", ""yellow piece of material"": ""in front of the dog""}}, ""confidence"": 0.9452052553270678, ""recognition_status"": ""success"", ""processing_time"": 9.428614377975464}","Definition: In this task, draw tight bounding boxes around the ""husky dog"".
Emphasis & Caution: Center.
Things to Avoid: Do not annotate ""black seat"", ""red vehicle tire"", or ""yellow piece of material""."
58754,"{""description"": ""A skier is captured mid-air performing a jump on a snowy mountain slope."", ""details"": {""objects"": [""Skier"", ""Snowy mountain"", ""Ski poles""], ""scene"": ""Outdoor winter sports scene"", ""spatial_info"": {""skier"": ""In the air, above the snow-covered slope"", ""snowy mountain"": ""Surrounding the skier, forming a rugged backdrop"", ""ski poles"": ""Held by the skier, extending behind them""}}, ""confidence"": 0.9373375452023017, ""recognition_status"": ""success"", ""processing_time"": 9.379791021347046}","Definition: In this task, draw tight bounding boxes around the ""Skier"".
Emphasis & Caution: Focus on the ""Skier"" in the air above the snow-covered slope.
Things to Avoid: Do not annotate ""Snowy mountain"" or other background elements."
59005,"{""description"": ""A food truck is parked on a sidewalk next to a brick building with peeling paint, surrounded by people and urban elements."", ""details"": {""objects"": [""Food truck"", ""Brick building"", ""People standing near the truck"", ""Street lamps"", ""Trash can"", ""Cone markers"", ""Sidewalk"", ""Grass area""], ""scene"": ""Urban street"", ""spatial_info"": {""Food truck"": ""Centered on the sidewalk"", ""People"": ""Standing near the truck"", ""Street lamps"": ""On the left side of the image"", ""Trash can"": ""To the right of the truck"", ""Cone markers"": ""Placed around the truck for safety"", ""Sidewalk"": ""Extending from the bottom left to the middle of the image"", ""Grass area"": ""At the bottom of the image""}}, ""confidence"": 0.9481212097375731, ""recognition_status"": ""success"", ""processing_time"": 14.569747924804688}","Definition: In this task, draw tight bounding boxes around the ""Food truck"" and ""People standing near the truck"".
Emphasis & Caution: Focus on the ""Food truck"" centered on the sidewalk and nearby ""People"".
Things to Avoid: Do not annotate ""Brick building"", ""Street lamps"", ""Trash can"", ""Cone markers"", ""Sidewalk"", or ""Grass area""."
59231,"{""description"": ""Two parking meters with a McDonald's coffee cup placed between them, set against an urban street backdrop during dusk."", ""details"": {""objects"": [""Parking meters"", ""McDonald's coffee cup"", ""Urban street elements""], ""scene"": ""Urban street"", ""spatial_info"": {""Parking meters"": ""Centered in the foreground"", ""McDonald's coffee cup"": ""Placed between the two parking meters"", ""Urban street elements"": ""Background includes vehicles and buildings""}}, ""confidence"": 0.9515105961092557, ""recognition_status"": ""success"", ""processing_time"": 8.475769519805908}","Definition: In this task, draw tight bounding boxes around the ""Parking meters"" and the ""McDonald's coffee cup"".
Emphasis & Caution: Focus on the two ""Parking meters"" in the foreground with the cup placed between them.
Things to Avoid: Do not annotate ""Urban street elements"" in the background."
59471,"{""description"": ""A small, well-lit kitchen with light-colored cabinets, a gas stove, a sink, and a door leading outside."", ""details"": {""objects"": [""Light-colored cabinets"", ""Gas stove with black burners"", ""Sink with faucet"", ""Trash can with white liner"", ""Door with window and curtains"", ""Window with blinds"", ""White wall"", ""Tiled floor""], ""scene"": ""Indoor scene"", ""spatial_info"": {""cabinets"": [""top right corner""], ""stove"": [""right side""], ""sink"": [""center-right""], ""trash can"": [""bottom left""], ""door"": [""left side""], ""window"": [""center-right""]}}, ""confidence"": 0.9391230363773846, ""recognition_status"": ""success"", ""processing_time"": 11.84912633895874}","Definition: In this task, draw tight bounding boxes around the ""Gas stove with black burners"" and the ""Sink with faucet"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""Light-colored cabinets"", ""Door with window and curtains"", ""Window with blinds"", ""White wall"", or ""Tiled floor""."
59693,"{""description"": ""A small bathroom featuring a wall-mounted sink and an open toilet with a closed lid, set against a light yellow wall."", ""details"": {""objects"": [""Wall-mounted sink"", ""Open toilet"", ""Mirror"", ""Pipe"", ""Floor""], ""scene"": ""Indoor scene"", ""spatial_info"": {""sink"": ""Left side of the image, mounted on the wall"", ""toilet"": ""Right side of the image, next to the sink"", ""mirror"": ""Above the sink"", ""pipe"": ""Connected to the sink"", ""floor"": ""Visible beneath the sink and toilet""}}, ""confidence"": 0.9431645154917571, ""recognition_status"": ""success"", ""processing_time"": 9.946956634521484}","Definition: In this task, draw tight bounding boxes around the ""Wall-mounted sink"" and the ""Open toilet"".
Emphasis & Caution: -
Things to Avoid: Do not annotate the ""Mirror"", ""Pipe"", or ""Floor""."
59987,"{""description"": ""Two zebras are standing close to each other under a wooden shelter in a naturalistic enclosure."", ""details"": {""objects"": [""two zebras"", ""wooden shelter"", ""trees"", ""fence"", ""dirt ground""], ""scene"": ""naturalistic enclosure"", ""spatial_info"": {""zebras"": [""standing close together""], ""shelter"": [""behind the zebras""], ""trees"": [""surrounding the area""], ""fence"": [""in the background""]}}, ""confidence"": 0.9537273094867504, ""recognition_status"": ""success"", ""processing_time"": 8.562173843383789}","Definition: In this task, draw tight bounding boxes around the ""two zebras"".
Emphasis & Caution: Focus on the ""two zebras"" standing close together.
Things to Avoid: Do not annotate ""wooden shelter"", ""trees"", ""fence"", or ""dirt ground""."
