Header,Description,Instruction
97272,"{""description"": ""A person is feeding a small black lamb with a bottle of milk while standing on a straw-covered ground."", ""details"": {""objects"": [""person"", ""lamb"", ""bottle"", ""straw"", ""ground""], ""scene"": ""outdoor farm scene"", ""spatial_info"": {""person"": ""on the left side of the image, holding a bottle"", ""lamb"": ""center-right, standing on straw-covered ground, drinking from the bottle"", ""bottle"": ""held by the person, positioned near the lamb's mouth"", ""straw"": ""covers the ground throughout the image"", ""ground"": ""dirt mixed with straw and small stones""}}}","Definition: In this task, draw bounding boxes around the person, lamb, and bottle.
Emphasis & Caution: The person is on the left side, holding a bottle. The lamb is center-right, standing on straw-covered ground.
Things to Avoid: Ignore the straw and ground."
97540,"{""description"": ""Two women are jumping in a grassy field to catch a frisbee, with one reaching higher than the other."", ""details"": {""objects"": [""woman in black tank top and shorts"", ""woman in red shorts and maroon top"", ""frisbee"", ""grass"", ""trees""], ""scene"": ""outdoor field"", ""spatial_info"": {""woman in black tank top and shorts"": {""position"": ""jumping, reaching upward with both hands"", ""relation"": ""in front of the woman in red shorts, slightly higher in the air""}, ""woman in red shorts and maroon top"": {""position"": ""jumping, reaching upward with one hand"", ""relation"": ""behind and slightly lower than the woman in black, attempting to catch the frisbee""}, ""frisbee"": {""position"": ""in mid-air, above the women's hands"", ""relation"": ""being contested by both women""}, ""grass"": {""position"": ""ground surface"", ""relation"": ""underneath the jumping women""}, ""trees"": {""position"": ""background"", ""relation"": ""forming a wooded backdrop behind the field""}}}}","Definition: In this task, draw bounding boxes around the ""woman in black tank top and shorts"", ""woman in red shorts and maroon top"", and ""frisbee"".
Emphasis & Caution: -
Things to Avoid: Do not annotate background elements such as ""grass"" and ""trees""."
97754,"{""description"": ""A United Airlines passenger airplane is captured in flight against a clear blue sky, with its landing gear extended."", ""details"": {""objects"": [""airplane"", ""sky""], ""scene"": ""sky"", ""spatial_info"": {""airplane"": {""position"": ""center"", ""orientation"": ""ascending or cruising"", ""details"": ""white fuselage with red and blue stripes, 'UNITED' written on the side, blue tail with red tip and American flag design, landing gear deployed""}, ""sky"": {""position"": ""background"", ""color"": ""clear blue"", ""condition"": ""cloudless""}}}}","Definition: In this task, draw bounding boxes around the airplane.
Emphasis & Caution: The airplane has a white fuselage with red and blue stripes, 'UNITED' written on the side, a blue tail with a red tip, and an American flag design.
Things to Avoid: -"
97974,"{""description"": ""A single slice of cheesy pizza with a golden-brown crust rests on a white plate with a gold floral pattern, set against a red background."", ""details"": {""objects"": [""pizza slice"", ""plate"", ""red tablecloth""], ""scene"": ""indoor scene"", ""spatial_info"": {""pizza_slice"": ""centered on the plate, occupying most of the frame"", ""plate"": ""underneath the pizza slice, with decorative gold floral patterns along the rim"", ""red_tablecloth"": ""in the background, behind the plate""}}}","Definition: In this task, draw bounding boxes around the pizza slice.
Emphasis & Caution: -
Things to Avoid: Do not annotate the plate or red tablecloth."
98210,"{""description"": ""A red double-decker sightseeing bus is parked on a grassy hillside under tall trees, with tourists walking nearby."", ""details"": {""objects"": [""double-decker bus"", ""tourists"", ""trees"", ""grass"", ""signs""], ""scene"": ""outdoor park or recreational area"", ""spatial_info"": {""bus"": ""parked on a grassy slope, partially shaded by trees"", ""tourists"": ""walking on the grass near the bus and under the trees"", ""trees"": ""tall with light-colored trunks, surrounding the bus and casting shadows"", ""grass"": ""green and well-maintained, covering the ground"", ""signs"": ""visible in the background, including a speed limit sign""}}}","Definition: In this task, draw bounding boxes around the double-decker bus and tourists.
Emphasis & Caution: Focus on the red double-decker bus and the tourists walking nearby.; Ensure you capture both objects clearly.
Things to Avoid: Ignore background elements like trees, grass, and signs."
98493,"{""description"": ""A large brick school building with a clock tower and a sign reading 'Salt Lake High School East', surrounded by parked cars and bare trees on a clear day."", ""details"": {""objects"": [""school building"", ""clock"", ""sign"", ""cars"", ""trees"", ""people"", ""streetlight""], ""scene"": ""urban street"", ""spatial_info"": {""school_building"": ""central, multi-story, brick structure with a clock tower on top"", ""clock"": ""mounted on the upper facade of the building"", ""sign"": ""hanging above the main entrance of the school"", ""cars"": ""parked in front of the building, including a black pickup truck and a blue sedan"", ""trees"": ""bare-branched trees on both sides of the street"", ""people"": ""several individuals sitting on a bench near the entrance"", ""streetlight"": ""tall pole with a light fixture on the left side of the image""}}}","Definition: In this task, draw bounding boxes around the school building, cars, and people.
Emphasis & Caution: Large central brick school building with clock tower; cars parked in front (black pickup truck, blue sedan); people sitting on a bench near the entrance.
Things to Avoid: clock, sign, trees, streetlight."
98732,"{""description"": ""A movie theater concession stand counter with a bucket of popcorn, a hot dog, and a Pepsi cup."", ""details"": {""objects"": [""popcorn bucket"", ""hot dog"", ""Pepsi cup"", ""napkins"", ""Pepsi dispenser"", ""metal trays"", ""counter""], ""scene"": ""indoor scene"", ""spatial_info"": {""popcorn_bucket"": ""center-left"", ""hot_dog"": ""center"", ""Pepsi_cup"": ""right"", ""Pepsi_dispenser"": ""top-left"", ""metal_trays"": ""left"", ""counter"": ""entire background""}}}","Definition: In this task, draw bounding boxes around popcorn bucket, hot dog, and Pepsi cup.
Emphasis & Caution: popcorn bucket (center-left), hot dog (center), Pepsi cup (right).
Things to Avoid: napkins, Pepsi dispenser, metal trays, counter."
98981,"{""description"": ""A herd of longhorn cattle of various colors is resting in a grassy field under bright daylight."", ""details"": {""objects"": [""longhorn cattle"", ""grass"", ""fence"", ""tree branches""], ""scene"": ""rural field"", ""spatial_info"": {""cattle"": ""scattered across the field, mostly lying down or standing, with some in the foreground and others in the background"", ""grass"": ""covers the entire ground, appearing dry and patchy"", ""fence"": ""visible in the background, running horizontally across the upper part of the image"", ""tree branches"": ""sparse vegetation in the foreground and midground""}}}","Definition: In this task, draw bounding boxes around all longhorn cattle.
Emphasis & Caution: Various colors; scattered across the field; some in the foreground and others in the background.
Things to Avoid: grass, fence, tree branches."
99230,"{""description"": ""A black cat is resting on a person's lap while the person holds a white Wii remote, with the cat's paw near the controller."", ""details"": {""objects"": [""black cat"", ""person's hands"", ""white Wii remote"", ""red couch"", ""colorful patterned blanket""], ""scene"": ""indoor scene"", ""spatial_info"": {""black cat"": ""resting on the person's lap, with its head near the person's hand and its paw touching the Wii remote"", ""person's hands"": ""holding the Wii remote and gently supporting the cat"", ""white Wii remote"": ""held horizontally by the person's hand, with the cat's paw partially covering it"", ""red couch"": ""in the background, serving as the seating surface"", ""colorful patterned blanket"": ""partially visible behind the cat, featuring cartoon-like designs""}}}","Definition: In this task, draw bounding boxes around the black cat, person's hands, and white Wii remote.
Emphasis & Caution: Focus on the black cat resting on the lap, the white Wii remote held horizontally, and the cat's paw touching the controller.
Things to Avoid: Do not annotate the red couch or colorful patterned blanket."
99451,"{""description"": ""Two smiling boys are sitting on a blue couch, each holding a white Nintendo Wii remote, with a wooden headboard behind them."", ""details"": {""objects"": [""two boys"", ""Nintendo Wii remotes"", ""blue couch"", ""wooden headboard""], ""scene"": ""indoor scene"", ""spatial_info"": {""boys"": ""sitting side by side on the couch"", ""remotes"": ""held in each boy's hand"", ""couch"": ""occupies the foreground and middle ground"", ""headboard"": ""behind the couch, spanning the width of the image""}}}","Definition: In this task, draw bounding boxes around two boys and Nintendo Wii remotes.
Emphasis & Caution: Two boys sitting side by side on a blue couch; each holding a white Nintendo Wii remote.
Things to Avoid: Do not draw bounding boxes around the blue couch or wooden headboard."
99678,"{""description"": ""A colorful fishing boat with red and blue accents is moored in clear, turquoise water, reflecting its hull and surrounding boats."", ""details"": {""objects"": [""fishing boat"", ""water"", ""ropes"", ""buoy"", ""other boats"", ""wooden panel"", ""blue railings""], ""scene"": ""marina"", ""spatial_info"": {""fishing boat"": ""centered in the foreground, moored to a buoy"", ""water"": ""surrounding the boat, clear and reflective"", ""other boats"": ""visible in the background, partially obscured"", ""buoy"": ""attached to the boat's side, floating in the water"", ""wooden panel"": ""on the side of the boat, near the stern"", ""blue railings"": ""along the boat's edge, extending from bow to stern""}}}","Definition: In this task, draw bounding boxes around the fishing boat and buoy.
Emphasis & Caution: fishing boat centered in the foreground; buoy attached to the boat's side and floating in the water.
Things to Avoid: water, other boats, ropes, wooden panel, blue railings."
99942,"{""description"": ""A woman stands by a dining table in a warmly lit, rustic indoor setting, sipping from a glass while bottles of liquor and a decorative clock sit on the table."", ""details"": {""objects"": [""woman"", ""dining table"", ""chairs"", ""tablecloth"", ""bottles of liquor"", ""decorative clock"", ""chandelier"", ""blinds"", ""wine glass""], ""scene"": ""indoor scene"", ""spatial_info"": {""woman"": ""standing on the left side of the image, near the dining table"", ""dining table"": ""center of the image, covered with a patterned tablecloth"", ""chairs"": ""arranged around the dining table, with one chair partially visible in the foreground"", ""bottles of liquor"": ""placed on the table, to the right side"", ""decorative clock"": ""on the table, to the right side, behind the liquor bottles"", ""chandelier"": ""hanging from the ceiling above the table"", ""blinds"": ""covering windows on both left and right sides of the image"", ""wine glass"": ""held by the woman, near her mouth""}}}","Definition: In this task, draw bounding boxes around the woman, bottles of liquor, and wine glass.
Emphasis & Caution: woman standing on the left side near the dining table; bottles of liquor on the right side of the table; wine glass held near her mouth.
Things to Avoid: dining table, chairs, tablecloth, decorative clock, chandelier, blinds."
100159,"{""description"": ""A black-and-white photograph of a man standing next to a large white cow with black spots in a grassy outdoor setting with trees in the background."", ""details"": {""objects"": [""man"", ""cow"", ""trees"", ""grass"", ""hat"", ""suspenders"", ""tie""], ""scene"": ""outdoor scene"", ""spatial_info"": {""man"": ""standing on the right side of the image, next to the cow"", ""cow"": ""standing in the center-left of the image, facing right"", ""trees"": ""in the background, behind the man and cow"", ""grass"": ""covering the ground throughout the scene""}}}","Definition: In this task, draw bounding boxes around the man and the cow.
Emphasis & Caution: black-and-white image; man on the right side; large white cow with black spots in the center-left.
Things to Avoid: trees, grass."
100413,"{""description"": ""A black and white photograph of a fire hydrant standing on a grassy patch next to a concrete sidewalk."", ""details"": {""objects"": [""fire hydrant"", ""grass"", ""concrete sidewalk""], ""scene"": ""outdoor scene"", ""spatial_info"": {""fire hydrant"": ""center-left of the image, positioned at the edge of the grass and sidewalk"", ""grass"": ""surrounding the base of the hydrant and along the edge of the sidewalk"", ""concrete sidewalk"": ""occupies the right and upper portion of the image, running horizontally behind the hydrant""}}}","Definition: In this task, draw bounding boxes around the fire hydrant.
Emphasis & Caution: Black and white photo; fire hydrant at center-left, at the edge of the grass and concrete sidewalk.
Things to Avoid: Do not draw bounding boxes around grass or concrete sidewalk."
100638,"{""description"": ""Two people are playing a video game using Nintendo Wii controllers in a dimly lit indoor room with a brick wall and a television displaying a sports game."", ""details"": {""objects"": [""man"", ""woman"", ""Nintendo Wii controllers"", ""television"", ""brick wall"", ""vertical blinds""], ""scene"": ""indoor scene"", ""spatial_info"": {""man"": ""standing on the left side of the image, facing away from the camera, holding a Wii remote"", ""woman"": ""standing on the right side of the image, facing the television, holding a Wii remote"", ""television"": ""mounted on the wall in the background, displaying a brightly lit sports game"", ""brick wall"": ""behind the people, forming the background of the scene"", ""vertical blinds"": ""on the left side of the image, partially visible behind the man""}}}","Definition: In this task, draw bounding boxes around the man and the woman.
Emphasis & Caution: man on the left holding Nintendo Wii controllers; woman on the right facing the television in a dimly lit indoor scene.
Things to Avoid: television, brick wall, vertical blinds, Nintendo Wii controllers."
100918,"{""description"": ""A BNSF Santa Fe locomotive leads a freight train through a rail yard under a clear blue sky, with industrial structures and distant hills in the background."", ""details"": {""objects"": [""locomotive"", ""freight train"", ""rail tracks"", ""container"", ""tower"", ""truck"", ""trees"", ""hills"", ""sky""], ""scene"": ""rail yard"", ""spatial_info"": {""locomotive"": ""center foreground, facing right"", ""freight train"": ""spanning across the middle ground, behind the locomotive"", ""rail tracks"": ""multiple tracks running horizontally across the image"", ""container"": ""on flatcar to the left of the locomotive"", ""tower"": ""tall metal tower on the left side of the image"", ""truck"": ""white truck parked on the far right"", ""trees"": ""scattered in the background behind the train"", ""hills"": ""distant green hills behind the trees"", ""sky"": ""clear blue sky above the entire scene""}}}","Definition: In this task, draw bounding boxes around the locomotive and freight train.
Emphasis & Caution: The locomotive is in the center foreground facing right; the freight train spans across the middle ground behind the locomotive.
Things to Avoid: Do not annotate rail tracks, container, tower, truck, trees, hills, or sky."
101180,"{""description"": ""A wide, empty street under a vibrant blue sky with scattered clouds, featuring traffic lights, road signs, and a distant blue car approaching an intersection."", ""details"": {""objects"": [""traffic lights"", ""road signs"", ""blue car"", ""power lines"", ""buildings"", ""trees"", ""street poles"", ""grass"", ""sky""], ""scene"": ""urban street"", ""spatial_info"": {""traffic lights"": [""hanging above the road"", ""red light illuminated"", ""on a horizontal pole""], ""road signs"": [""green directional sign for Bustard Rd and Forty Foot Rd above the road"", ""white sign indicating 'WEST 63'"", ""stop sign on the right side"", ""other smaller signs along the roadside""], ""blue car"": [""driving towards the viewer"", ""in the center of the road"", ""near the intersection""], ""power lines"": [""stretching across the sky"", ""above the street and buildings""], ""buildings"": [""visible on the right side"", ""one with a brown roof"", ""another white building on the left""], ""trees"": [""on the right side of the road"", ""near the buildings and sidewalk""], ""street poles"": [""supporting traffic lights and signs"", ""on both sides of the road""], ""grass"": [""along the roadside"", ""on the right side""], ""sky"": [""vibrant blue with scattered white clouds"", ""above the entire scene""]}}}","Definition: In this task, draw bounding boxes around the blue car.
Emphasis & Caution: Blue car driving towards the viewer, in the center of the road near the intersection.
Things to Avoid: traffic lights, road signs, power lines, buildings, trees, street poles, grass, sky."
101456,"{""description"": ""A bustling, cluttered kitchen scene filled with pots, pans, bowls, and cooking utensils, suggesting active food preparation in a commercial or street food setting."", ""details"": {""objects"": [""pots"", ""pans"", ""bowls"", ""utensils"", ""plastic bags"", ""wooden counter"", ""wall tiles"", ""steamer"", ""lids"", ""green patterned wallpaper""], ""scene"": ""indoor scene"", ""spatial_info"": {""pots_and_pans"": ""center and right side of the image, some on a stove, others on a wooden counter"", ""bowls_and_utensils"": ""scattered across the wooden counter in the foreground and middle ground"", ""plastic_bags"": ""on the counter, near the center-right, containing food items"", ""wooden_counter"": ""runs horizontally across the lower half of the image, holding most of the cooking items"", ""wall_tiles"": ""in the background, featuring a green patterned design"", ""steamer"": ""on the stove, with steam rising from it"", ""lids"": ""one large lid leaning against the wall on the right, another on a pot""}}}","Definition: In this task, draw bounding boxes around pots, pans, bowls, utensils, plastic bags, steamer, and lids.
Emphasis & Caution: Pots and pans are center and right side; bowls and utensils are scattered on the wooden counter; plastic bags are center-right on the counter; steamer is on the stove with steam; one large lid leans against the right wall.
Things to Avoid: wooden counter, wall tiles, green patterned wallpaper."
101686,"{""description"": ""A white bowl filled with bananas and red apples sits on a wooden surface, illuminated by natural light."", ""details"": {""objects"": [""bowl"", ""bananas"", ""apples"", ""wooden table""], ""scene"": ""indoor scene"", ""spatial_info"": {""bowl"": ""centered in the frame, resting on a wooden surface"", ""bananas"": ""positioned in the upper half of the bowl, curving downward"", ""apples"": ""scattered around the bowl, mostly in the lower half and sides"", ""wooden table"": ""serves as the background surface, occupying the entire frame""}}}","Definition: In this task, draw bounding boxes around bowl, bananas, and apples.
Emphasis & Caution: Bowl centered in the frame; bananas in the upper half of the bowl curving downward; apples in the lower half and sides.
Things to Avoid: wooden table."
101906,"{""description"": ""A kayaker in a red helmet and orange gear navigates turbulent whitewater rapids with a paddle."", ""details"": {""objects"": [""kayaker"", ""kayak"", ""paddle"", ""helmet"", ""life vest"", ""river"", ""rapids"", ""water""], ""scene"": ""river rapids"", ""spatial_info"": {""kayaker"": ""center of the image, partially submerged in turbulent water"", ""kayak"": ""in front of the kayaker, partially obscured by water spray"", ""paddle"": ""held by the kayaker, extending to the left side of the frame"", ""helmet"": ""worn by the kayaker, visible on top of their head"", ""life vest"": ""worn by the kayaker, orange in color"", ""river"": ""surrounding the kayaker, with churning white water and dark currents"", ""rapids"": ""dominating the background and foreground, indicating fast-moving water""}}}","Definition: In this task, draw bounding boxes around the kayaker, kayak, paddle, helmet, and life vest.
Emphasis & Caution: Red helmet; orange life vest; kayaker at center of the image; paddle extending to the left side.
Things to Avoid: river, rapids, water."
102184,"{""description"": ""A surfer in a black wetsuit is crouched low on an orange surfboard, riding a greenish wave with white spray around them."", ""details"": {""objects"": [""surfer"", ""surfboard"", ""ocean wave"", ""wetsuit""], ""scene"": ""ocean scene"", ""spatial_info"": {""surfer"": ""crouched on the surfboard, positioned in the middle of the wave"", ""surfboard"": ""orange, angled slightly upward, partially submerged in water"", ""wave"": ""greenish with white foam, breaking to the left of the surfer"", ""wetsuit"": ""black, covering the surfer's entire body""}}}","Definition: In this task, draw bounding boxes around surfer and surfboard.
Emphasis & Caution: surfer in black wetsuit; orange surfboard; positioned in the middle of the wave.
Things to Avoid: ocean wave; white foam."
102437,"{""description"": ""Two people are kayaking on a calm, greenish river surrounded by dense, moss-covered trees."", ""details"": {""objects"": [""kayakers"", ""kayaks"", ""paddles"", ""river"", ""trees"", ""moss""], ""scene"": ""natural river scene"", ""spatial_info"": {""kayakers"": [{""position"": ""in the foreground kayak"", ""description"": ""A person wearing a white shirt and a hat, paddling a kayak with a wooden paddle.""}, {""position"": ""in the background kayak"", ""description"": ""A person wearing a light-colored shirt and a hat, paddling a kayak with a paddle.""}], ""kayaks"": [{""position"": ""foreground"", ""description"": ""A dark-colored kayak with a person paddling it.""}, {""position"": ""background"", ""description"": ""A light-colored kayak with a person paddling it.""}], ""river"": {""position"": ""center and background"", ""description"": ""A calm, greenish river with reflections of the surrounding trees.""}, ""trees"": {""position"": ""edges and background"", ""description"": ""Dense trees with hanging moss lining the riverbanks.""}, ""moss"": {""position"": ""on trees"", ""description"": ""Long strands of green moss hanging from tree branches over the river.""}}}}","Definition: In this task, draw bounding boxes around the kayakers, kayaks, and paddles.
Emphasis & Caution: Include the foreground kayak (dark-colored) with the kayaker wearing a white shirt and hat, and the background kayak (light-colored) with the kayaker wearing a light-colored shirt and hat.
Things to Avoid: Do not draw bounding boxes around the river, trees, or moss."
102667,"{""description"": ""{\n  \""description\"": \""An indoor scene of a bustling, retro-style diner with patrons seated at booths and tables, enjoying meals and conversation.\"",\n  \""details\"": {\n    \""objects\"": [\n      \""patrons\"",\n     "", ""details"": {""objects"": [], ""scene"": ""unknown"", ""spatial_info"": """"}}","Definition: In this task, draw bounding boxes around patrons.
Emphasis & Caution: Seated inside booths and at tables in a bustling, retro-style diner.
Things to Avoid: Background diner interior elements such as booths, tables, and decor."
102908,"{""description"": ""A skateboarder performs a trick on a ramp inside an indoor skatepark, captured in black and white with dynamic motion."", ""details"": {""objects"": [""skateboarder"", ""skateboard"", ""skate ramp"", ""jeans"", ""t-shirt"", ""belt"", ""sneakers"", ""wall graffiti""], ""scene"": ""indoor skatepark"", ""spatial_info"": {""skateboarder"": ""mid-air, leaning forward, arms outstretched for balance, positioned above the ramp"", ""skateboard"": ""under the skateboarder's feet, angled as if in motion"", ""skate ramp"": ""curved surface beneath the skateboarder, forming the main structure of the scene"", ""wall graffiti"": ""visible in the background on the right wall, featuring text and a graphic""}}}","Definition: In this task, draw bounding boxes around skateboarder and skateboard.
Emphasis & Caution: skateboarder mid-air above skate ramp, leaning forward with arms outstretched; skateboard under feet and angled.
Things to Avoid: skate ramp, wall graffiti."
103223,"{""description"": ""Two children are energetically jumping on a bed in a bedroom, one wearing a pink wig and dress while the other, with messy hair, holds a lamp above her head."", ""details"": {""objects"": [""child in pink wig and dress"", ""child with messy hair"", ""bed"", ""lamp"", ""pillows"", ""laptop"", ""clock"", ""wooden headboard""], ""scene"": ""indoor scene"", ""spatial_info"": {""child in pink wig and dress"": ""standing on the bed, facing forward"", ""child with messy hair"": ""jumping on the bed, holding a lamp above her head"", ""bed"": ""occupies most of the frame, with pillows and blankets"", ""lamp"": ""held by the jumping child, near the top right"", ""laptop"": ""on the bed, near the bottom center"", ""clock"": ""on a nightstand to the right side of the bed"", ""wooden headboard"": ""behind the bed, against the wall""}}}","Definition: In this task, draw bounding boxes around child in pink wig and dress and child with messy hair.
Emphasis & Caution: Pink wig and dress; lamp held above her head; both standing/jumping on the bed.
Things to Avoid: bed, lamp, pillows, laptop, clock, wooden headboard."
103404,"{""description"": ""A flooded urban street at dusk, with water covering the road and reflecting surrounding trees, traffic lights, and buildings."", ""details"": {""objects"": [""flooded water"", ""traffic lights"", ""trees"", ""buildings"", ""street poles"", ""streetlights"", ""reflections""], ""scene"": ""urban street"", ""spatial_info"": {""flooded water"": ""covers the entire street surface, reflecting the surroundings"", ""traffic lights"": ""mounted on a curved pole extending over the water, positioned in the center-left"", ""trees"": ""line both sides of the street, their reflections visible in the water"", ""buildings"": ""visible in the background, partially obscured by trees"", ""street poles"": ""vertical poles supporting traffic lights and streetlights, standing in the water"", ""streetlights"": ""visible in the background, casting reflections on the water"", ""reflections"": ""dominant feature, showing inverted images of trees, poles, and lights on the water's surface""}}}","Definition: In this task, draw bounding boxes around traffic lights, trees, buildings, street poles, and streetlights.
Emphasis & Caution: traffic lights on the curved pole in the center-left; trees lining both sides; street poles standing in the flooded water.
Things to Avoid: flooded water; reflections."
103583,"{""description"": ""A wooden bench engraved with 'CITY OF LONDON' sits in a park-like setting, facing a vibrant bed of red tulips surrounded by grass and bare trees, with urban buildings visible in the background."", ""details"": {""objects"": [""wooden bench"", ""tulips"", ""trees"", ""grass"", ""buildings"", ""streetlights"", ""fence""], ""scene"": ""urban park"", ""spatial_info"": {""bench"": ""in foreground, facing viewer"", ""tulips"": ""centered in mid-ground, behind bench"", ""trees"": ""in mid-ground and background, framing the scene"", ""buildings"": ""in background, behind trees"", ""fence"": ""along the left edge of the image""}}}","Definition: In this task, draw bounding boxes around the wooden bench and tulips.
Emphasis & Caution: Engraved text ""CITY OF LONDON"" on the wooden bench; red tulips centered in mid-ground behind bench.
Things to Avoid: trees, grass, buildings, streetlights, fence."
103855,"{""description"": ""An elderly couple sits on a bench in a monochrome image, appearing contemplative or tired, with a train or tram visible in the background."", ""details"": {""objects"": [""elderly man"", ""elderly woman"", ""bench"", ""handbag"", ""train/tram""], ""scene"": ""urban street"", ""spatial_info"": {""elderly man"": ""sitting on the left side of the bench"", ""elderly woman"": ""sitting on the right side of the bench"", ""bench"": ""centered in the foreground"", ""handbag"": ""held by the elderly woman, resting on her lap"", ""train/tram"": ""visible in the background behind the bench""}}}","Definition: In this task, draw bounding boxes around the elderly man and elderly woman.
Emphasis & Caution: elderly man sitting on the left side of the bench; elderly woman sitting on the right side of the bench holding a handbag on her lap.
Things to Avoid: bench, handbag, train/tram."
104097,"{""description"": ""An older man in a white tennis outfit is mid-swing, hitting a tennis ball on a hard court with a black fence in the background."", ""details"": {""objects"": [""man"", ""tennis racket"", ""tennis ball"", ""tennis court"", ""fence""], ""scene"": ""outdoor tennis court"", ""spatial_info"": {""man"": {""position"": ""center of image"", ""action"": ""swinging tennis racket"", ""orientation"": ""facing left side of frame""}, ""tennis racket"": {""position"": ""in man's right hand, angled upward"", ""action"": ""in motion to strike ball""}, ""tennis ball"": {""position"": ""left side of image, in front of man"", ""action"": ""in flight, about to be hit""}, ""fence"": {""position"": ""background, behind man"", ""description"": ""black netting fence""}, ""tennis court"": {""position"": ""foreground and midground"", ""description"": ""green hard court surface with white lines""}}}}","Definition: In this task, draw bounding boxes around the man, tennis racket, and tennis ball.
Emphasis & Caution: Man at center facing left; tennis racket in right hand angled upward; tennis ball on left side in front of man.
Things to Avoid: fence; tennis court."
104337,"{""description"": ""A group of cross-country skiers in competitive gear race down a snowy slope, surrounded by a large cheering crowd."", ""details"": {""objects"": [""cross-country skiers"", ""ski poles"", ""ski boots"", ""sweaters with race numbers"", ""crowd of spectators"", ""snow-covered trees"", ""flags""], ""scene"": ""outdoor winter sports event"", ""spatial_info"": [""Skiers are positioned in a tight pack, moving from left to right across the frame."", ""The skier in the foreground on the right wears a blue, red, and white suit with the number 2."", ""The skier in the center wears a black and red suit with the number 23."", ""The skier to the left of center wears a blue and white suit with the number 11."", ""The skier on the far left wears a blue and white suit with the number 10."", ""Spectators are densely packed along the sides of the snowy track, waving flags and cheering."", ""Snow-covered trees line the background, indicating a winter setting.""]}}","Definition: In this task, draw bounding boxes around all cross-country skiers in the image.
Emphasis & Caution: Skiers are in a tight pack moving left to right; include the skier with number 2 (blue, red, and white suit), number 23 (black and red suit), number 11 (blue and white suit), and number 10 (blue and white suit).
Things to Avoid: Do not draw bounding boxes around crowd of spectators, snow-covered trees, flags, ski poles, ski boots, or sweaters with race numbers."
104537,"{""description"": ""A man wearing glasses and a jacket sits on a wooden bench in a park-like urban setting, with cars and trees visible in the background."", ""details"": {""objects"": [""man"", ""bench"", ""trees"", ""cars"", ""jacket"", ""polo shirt"", ""shorts"", ""shoes"", ""glasses""], ""scene"": ""urban street"", ""spatial_info"": {""man"": ""sitting on the bench, positioned centrally in the frame"", ""bench"": ""wooden bench with metal legs, located in the foreground"", ""trees"": ""visible on both sides of the bench, framing the scene"", ""cars"": ""parked in the background, behind the bench and trees""}}}","Definition: In this task, draw bounding boxes around the man and the bench.
Emphasis & Caution: man sitting centrally on the bench; wearing glasses and a jacket; bench in the foreground.
Things to Avoid: trees and cars in the background."
104756,"{""description"": ""A close-up of freshly cut broccoli florets and stems arranged on a wooden cutting board."", ""details"": {""objects"": [""broccoli florets"", ""broccoli stems"", ""wooden cutting board""], ""scene"": ""indoor scene"", ""spatial_info"": {""broccoli_florets"": ""scattered across the board, with some in focus in the foreground and others blurred in the background"", ""broccoli_stems"": ""lying horizontally and vertically among the florets, mostly in the mid-ground"", ""wooden_cutting_board"": ""serving as the base surface, occupying the entire background and foreground of the image""}}}","Definition: In this task, draw bounding boxes around broccoli florets and broccoli stems.
Emphasis & Caution: Focus on green broccoli florets scattered across the board and elongated broccoli stems lying horizontally and vertically.
Things to Avoid: Do not draw bounding boxes around the wooden cutting board."
105008,"{""description"": ""A dimly lit bedroom with a bed, storage bins, decorative branches with flowers, and ambient purple lighting along the wall."", ""details"": {""objects"": [""bed"", ""storage bins"", ""decorative branches with flowers"", ""wall art"", ""window with blinds"", ""nightstand"", ""stuffed animals"", ""wall-mounted lamp"", ""doorknob"", ""cables""], ""scene"": ""indoor scene"", ""spatial_info"": {""bed"": ""centered in the room, with white bedding"", ""storage bins"": ""under the bed, green in color"", ""decorative branches"": ""on the left side, near the wall"", ""wall art"": ""hanging on the wall above the bed"", ""window"": ""on the right wall, covered with blinds"", ""nightstand"": ""on the right side, with items on top"", ""stuffed animals"": ""on the floor under the nightstand"", ""wall-mounted lamp"": ""on the left wall, near the door"", ""doorknob"": ""on the left side, near the top of the frame"", ""cables"": ""visible on the left side, running down the wall""}}}","Definition: In this task, draw bounding boxes around bed, storage bins, decorative branches with flowers, stuffed animals, nightstand, wall-mounted lamp, and window with blinds.
Emphasis & Caution: bed centered with white bedding; storage bins green under the bed; decorative branches on the left near the wall; stuffed animals under the nightstand; window on the right wall with blinds.
Things to Avoid: wall art, doorknob, cables."
105246,"{""description"": ""A street lamp with hanging banners and directional signs stands against a partly cloudy blue sky, with buildings and flags visible in the background."", ""details"": {""objects"": [""street lamp"", ""banners"", ""signs"", ""buildings"", ""flags"", ""sky"", ""clouds""], ""scene"": ""urban street"", ""spatial_info"": {""street lamp"": ""center-left of image, extending upward"", ""banners"": ""hanging from the street lamp pole"", ""signs"": ""attached to the street lamp pole, including one reading 'Hyde' and another indicating '49 SCENIC DRIVE'"", ""buildings"": ""on the right side of the image, with flags attached to one"", ""flags"": ""on the right side, attached to a building"", ""sky"": ""background, blue with scattered white clouds""}}}","Definition: In this task, draw bounding boxes around street lamp, banners, signs, buildings, and flags.
Emphasis & Caution: street lamp at center-left extending upward; banners and signs attached to the pole; buildings and flags on the right side.
Things to Avoid: sky, clouds."
